"ENSP","cluster_membership","cluster_size","n.mut.all","n.rare.funcl","n.comm.funcl","n.rare.nonfuncl","n.comm.nonfuncl"
"ENSP00000196371",2,115,31,20,0,11,0
"ENSP00000196371",3,91,30,17,0,13,0
"ENSP00000196371",4,78,21,11,0,9,1
"ENSP00000196371",5,63,12,9,0,3,0
"ENSP00000196371",6,40,18,10,1,7,0
"ENSP00000197268",1,545,236,149,3,80,4
"ENSP00000197268",2,77,31,12,0,18,1
"ENSP00000198536",1,178,71,46,3,21,1
"ENSP00000198536",2,125,54,33,1,20,0
"ENSP00000198801",1,57,23,16,0,7,0
"ENSP00000198801",2,51,25,16,1,8,0
"ENSP00000198801",3,46,18,7,1,9,1
"ENSP00000198801",4,28,12,9,0,3,0
"ENSP00000198801",5,28,15,10,0,3,2
"ENSP00000198801",6,28,12,6,3,3,0
"ENSP00000198801",7,27,11,5,2,4,0
"ENSP00000198801",8,25,10,8,0,2,0
"ENSP00000198801",9,24,13,9,0,4,0
"ENSP00000198801",10,20,9,6,2,1,0
"ENSP00000199280",1,69,40,20,0,18,2
"ENSP00000199280",2,52,23,11,1,11,0
"ENSP00000199280",3,46,21,11,0,9,1
"ENSP00000199280",4,35,12,6,0,5,1
"ENSP00000199280",5,27,9,5,0,4,0
"ENSP00000199280",6,23,14,5,0,9,0
"ENSP00000199280",7,19,4,3,0,1,0
"ENSP00000199320",1,125,49,31,0,18,0
"ENSP00000199320",2,70,27,21,0,6,0
"ENSP00000199320",3,57,21,12,0,9,0
"ENSP00000199320",4,32,15,8,0,7,0
"ENSP00000199320",5,29,12,8,0,2,2
"ENSP00000199447",1,320,132,89,3,38,2
"ENSP00000199447",2,119,62,41,4,17,0
"ENSP00000199447",3,84,38,25,0,11,2
"ENSP00000199447",4,65,33,20,1,12,0
"ENSP00000199706",1,72,42,32,1,9,0
"ENSP00000199706",2,61,47,32,1,11,3
"ENSP00000199706",3,36,25,11,2,12,0
"ENSP00000199706",4,35,20,9,2,7,2
"ENSP00000199706",5,28,18,9,0,7,2
"ENSP00000199706",6,24,13,7,0,6,0
"ENSP00000199708",1,33,11,4,1,5,1
"ENSP00000199708",2,33,11,5,2,4,0
"ENSP00000199708",3,27,10,5,0,4,1
"ENSP00000199708",4,25,8,4,0,4,0
"ENSP00000199708",5,24,8,6,0,2,0
"ENSP00000199814",1,137,30,15,0,15,0
"ENSP00000199814",2,99,26,20,0,5,1
"ENSP00000199814",3,98,26,16,0,9,1
"ENSP00000199814",4,56,6,3,0,3,0
"ENSP00000199814",5,30,3,1,0,2,0
"ENSP00000200307",1,39,20,13,0,7,0
"ENSP00000200307",2,27,14,10,0,4,0
"ENSP00000200307",3,21,8,6,0,2,0
"ENSP00000200307",4,12,4,1,0,3,0
"ENSP00000200307",5,10,3,3,0,0,0
"ENSP00000200676",1,96,46,33,2,10,1
"ENSP00000200676",2,74,35,18,3,13,1
"ENSP00000200676",3,67,25,16,0,9,0
"ENSP00000200676",4,62,27,16,1,9,1
"ENSP00000200676",5,57,26,16,1,9,0
"ENSP00000200676",6,52,24,17,0,6,1
"ENSP00000200676",7,35,23,18,0,5,0
"ENSP00000200676",8,28,10,9,0,1,0
"ENSP00000200676",9,22,9,2,1,5,1
"ENSP00000201031",1,219,62,29,0,32,1
"ENSP00000201031",2,214,63,36,1,24,2
"ENSP00000201031",3,17,4,2,0,2,0
"ENSP00000201586",1,91,46,25,1,18,2
"ENSP00000201586",2,89,39,23,2,13,1
"ENSP00000201586",3,65,27,18,0,8,1
"ENSP00000201586",4,63,26,17,1,6,2
"ENSP00000201586",5,57,23,12,2,8,1
"ENSP00000201979",1,117,56,37,0,18,1
"ENSP00000201979",2,80,38,25,2,11,0
"ENSP00000201979",3,52,14,13,0,1,0
"ENSP00000201979",4,49,24,19,0,5,0
"ENSP00000202017",1,56,23,14,0,9,0
"ENSP00000202017",2,34,11,6,0,4,1
"ENSP00000202017",3,23,7,5,0,2,0
"ENSP00000202017",4,20,6,5,0,1,0
"ENSP00000202584",1,111,43,25,3,15,0
"ENSP00000202584",2,71,24,16,0,8,0
"ENSP00000202584",3,68,22,11,0,10,1
"ENSP00000202584",4,66,17,13,0,3,1
"ENSP00000202584",5,56,14,5,0,9,0
"ENSP00000202625",1,214,92,55,4,31,2
"ENSP00000202625",2,106,57,38,1,17,1
"ENSP00000202625",3,95,53,39,1,11,2
"ENSP00000202625",4,88,41,26,2,11,2
"ENSP00000202625",5,68,33,20,1,12,0
"ENSP00000202625",6,54,34,20,4,10,0
"ENSP00000202625",7,48,19,14,0,5,0
"ENSP00000202625",8,33,14,11,0,3,0
"ENSP00000202773",1,61,22,10,1,11,0
"ENSP00000202773",2,50,20,12,0,8,0
"ENSP00000202773",3,42,8,4,0,4,0
"ENSP00000202773",4,37,7,5,0,2,0
"ENSP00000202773",5,32,11,7,0,4,0
"ENSP00000202773",6,32,4,3,0,1,0
"ENSP00000202773",7,22,1,1,0,0,0
"ENSP00000202773",8,12,0,0,0,0,0
"ENSP00000202967",1,39,19,13,0,5,1
"ENSP00000202967",2,35,14,10,0,3,1
"ENSP00000202967",3,34,20,12,1,7,0
"ENSP00000202967",4,33,14,11,0,2,1
"ENSP00000202967",5,26,9,7,0,2,0
"ENSP00000202967",6,26,10,7,0,3,0
"ENSP00000202967",7,23,10,6,0,4,0
"ENSP00000202967",8,23,8,3,0,5,0
"ENSP00000202967",9,20,12,7,2,2,1
"ENSP00000202967",10,19,9,6,0,3,0
"ENSP00000202967",11,19,11,5,0,6,0
"ENSP00000202967",12,17,7,3,0,4,0
"ENSP00000203001",1,182,69,44,0,25,0
"ENSP00000203001",2,139,46,29,0,15,2
"ENSP00000203001",3,93,39,23,0,15,1
"ENSP00000203001",4,45,9,6,0,3,0
"ENSP00000203001",5,38,16,10,2,4,0
"ENSP00000203407",1,96,47,31,1,14,1
"ENSP00000203407",2,91,31,24,0,7,0
"ENSP00000203407",3,80,34,19,2,13,0
"ENSP00000203407",4,53,19,14,1,4,0
"ENSP00000203407",5,50,24,16,1,7,0
"ENSP00000203407",6,46,21,14,0,7,0
"ENSP00000203407",7,45,24,11,0,13,0
"ENSP00000203407",8,19,12,11,0,0,1
"ENSP00000203630",1,85,28,13,0,15,0
"ENSP00000203630",2,74,26,17,0,8,1
"ENSP00000203630",3,36,13,10,0,3,0
"ENSP00000203630",4,30,10,6,0,4,0
"ENSP00000203630",5,23,6,4,0,1,1
"ENSP00000203664",1,52,18,9,2,6,1
"ENSP00000203664",2,47,22,13,0,8,1
"ENSP00000203664",3,46,20,14,0,6,0
"ENSP00000203664",4,42,19,12,0,7,0
"ENSP00000203664",5,26,8,6,0,2,0
"ENSP00000203664",6,21,12,6,0,6,0
"ENSP00000204566",1,265,88,52,0,35,1
"ENSP00000204566",2,43,19,12,0,7,0
"ENSP00000205143",1,199,64,36,1,25,2
"ENSP00000205143",2,108,34,19,2,12,1
"ENSP00000205143",3,73,31,23,0,7,1
"ENSP00000205143",4,64,12,4,2,5,1
"ENSP00000205143",5,63,29,17,0,12,0
"ENSP00000205143",6,56,20,12,0,8,0
"ENSP00000205143",7,55,17,11,0,6,0
"ENSP00000205194",1,171,45,23,2,18,2
"ENSP00000205194",2,24,12,7,0,5,0
"ENSP00000205194",3,11,7,3,0,4,0
"ENSP00000205402",1,100,36,23,0,11,2
"ENSP00000205402",2,78,29,21,0,6,2
"ENSP00000205402",3,72,31,24,1,6,0
"ENSP00000205402",4,44,8,2,0,5,1
"ENSP00000205402",5,42,15,9,0,6,0
"ENSP00000205402",6,35,16,10,0,6,0
"ENSP00000205402",7,31,13,6,0,6,1
"ENSP00000205402",8,29,11,8,0,3,0
"ENSP00000205402",9,27,12,9,0,3,0
"ENSP00000205402",10,26,7,6,0,1,0
"ENSP00000205402",11,25,5,3,0,2,0
"ENSP00000205636",1,155,49,34,2,13,0
"ENSP00000205636",2,28,14,8,0,6,0
"ENSP00000205948",1,22,13,7,1,5,0
"ENSP00000205948",2,22,12,6,0,5,1
"ENSP00000205948",3,22,9,4,1,2,2
"ENSP00000205948",4,22,8,8,0,0,0
"ENSP00000205948",5,20,6,4,0,2,0
"ENSP00000205948",6,20,10,5,1,4,0
"ENSP00000205948",7,20,13,8,0,5,0
"ENSP00000205948",8,20,5,3,1,1,0
"ENSP00000205948",9,20,7,4,0,3,0
"ENSP00000205948",10,19,10,6,2,2,0
"ENSP00000205948",11,19,4,3,0,1,0
"ENSP00000205948",12,19,7,6,0,1,0
"ENSP00000205948",13,18,4,2,0,2,0
"ENSP00000205948",14,18,7,3,1,2,1
"ENSP00000205948",15,17,7,3,1,2,1
"ENSP00000205948",16,16,9,5,1,3,0
"ENSP00000205948",17,16,6,4,0,2,0
"ENSP00000205948",18,15,5,5,0,0,0
"ENSP00000206020",1,153,58,33,2,21,2
"ENSP00000206020",2,61,25,14,0,11,0
"ENSP00000206020",3,13,7,6,0,1,0
"ENSP00000206262",1,54,16,9,0,7,0
"ENSP00000206262",2,42,12,8,0,3,1
"ENSP00000206262",3,31,8,4,0,4,0
"ENSP00000206262",4,31,11,10,0,1,0
"ENSP00000206262",5,26,9,5,0,2,2
"ENSP00000206262",6,26,6,2,0,4,0
"ENSP00000206380",1,87,28,20,0,8,0
"ENSP00000206380",2,81,34,20,1,13,0
"ENSP00000206380",3,66,33,21,0,11,1
"ENSP00000206380",4,23,8,4,0,4,0
"ENSP00000206474",1,213,70,49,2,18,1
"ENSP00000206474",2,115,39,27,0,12,0
"ENSP00000206474",3,35,18,11,0,7,0
"ENSP00000206542",1,177,73,52,0,19,2
"ENSP00000206542",2,158,51,37,1,13,0
"ENSP00000207870",1,84,34,23,3,7,1
"ENSP00000207870",2,74,30,17,1,12,0
"ENSP00000207870",3,55,26,21,0,4,1
"ENSP00000207870",4,55,20,17,0,3,0
"ENSP00000207870",5,55,23,16,2,5,0
"ENSP00000207870",6,50,19,16,0,3,0
"ENSP00000207870",7,43,20,16,1,3,0
"ENSP00000207870",8,37,14,11,0,3,0
"ENSP00000207870",9,35,16,13,0,3,0
"ENSP00000207870",10,31,21,12,0,9,0
"ENSP00000207870",11,17,8,4,0,3,1
"ENSP00000209540",1,284,139,87,12,35,5
"ENSP00000209540",2,41,13,8,0,4,1
"ENSP00000209540",3,30,14,8,1,5,0
"ENSP00000209668",1,119,57,39,0,18,0
"ENSP00000209668",2,74,28,17,0,11,0
"ENSP00000209668",3,44,14,10,0,4,0
"ENSP00000209668",4,43,15,11,0,3,1
"ENSP00000209668",5,33,14,9,0,5,0
"ENSP00000209668",6,32,9,9,0,0,0
"ENSP00000209668",7,30,12,10,0,2,0
"ENSP00000209728",1,417,140,95,4,40,1
"ENSP00000209728",2,102,38,23,0,13,2
"ENSP00000209728",3,41,9,5,0,4,0
"ENSP00000209875",1,24,2,1,0,1,0
"ENSP00000209875",2,21,2,0,0,2,0
"ENSP00000209875",3,19,4,2,0,2,0
"ENSP00000209875",4,18,5,3,0,2,0
"ENSP00000209875",5,17,5,3,0,2,0
"ENSP00000209875",6,16,5,1,0,4,0
"ENSP00000209875",7,14,4,2,0,2,0
"ENSP00000209875",8,14,1,0,0,1,0
"ENSP00000209875",9,13,3,2,0,1,0
"ENSP00000209875",10,13,2,1,0,1,0
"ENSP00000209875",11,12,2,1,0,1,0
"ENSP00000209875",12,10,3,2,0,1,0
"ENSP00000210060",1,68,27,15,1,9,2
"ENSP00000210060",2,62,29,16,0,12,1
"ENSP00000210060",3,54,22,16,0,6,0
"ENSP00000210060",4,50,31,25,0,6,0
"ENSP00000210060",5,46,24,15,0,8,1
"ENSP00000210060",6,46,24,18,0,6,0
"ENSP00000210060",7,43,24,14,0,10,0
"ENSP00000210187",1,37,11,8,0,3,0
"ENSP00000210187",2,31,17,10,0,7,0
"ENSP00000210187",3,28,17,9,1,7,0
"ENSP00000210187",4,27,4,1,0,3,0
"ENSP00000210187",5,26,4,2,0,2,0
"ENSP00000210187",6,26,18,13,0,5,0
"ENSP00000210187",7,22,8,5,0,2,1
"ENSP00000210187",8,21,12,9,0,3,0
"ENSP00000210187",9,21,8,8,0,0,0
"ENSP00000210187",10,17,12,8,0,4,0
"ENSP00000210444",1,94,42,24,3,14,1
"ENSP00000210444",2,86,36,23,2,11,0
"ENSP00000210444",3,52,23,14,0,8,1
"ENSP00000210444",4,47,23,15,0,8,0
"ENSP00000210444",5,43,17,10,0,7,0
"ENSP00000210444",6,37,10,8,0,2,0
"ENSP00000211076",1,201,128,79,10,29,10
"ENSP00000211076",2,41,27,13,2,11,1
"ENSP00000211122",1,39,21,17,0,4,0
"ENSP00000211122",2,35,19,13,0,6,0
"ENSP00000211122",3,30,12,8,1,3,0
"ENSP00000211122",4,29,10,6,0,4,0
"ENSP00000211122",5,27,10,2,2,6,0
"ENSP00000211122",6,25,11,9,0,2,0
"ENSP00000211122",7,22,7,3,2,2,0
"ENSP00000211122",8,15,8,6,1,1,0
"ENSP00000211314",1,30,17,12,0,5,0
"ENSP00000211314",2,25,9,7,1,1,0
"ENSP00000211314",3,20,8,8,0,0,0
"ENSP00000211314",4,14,6,2,0,4,0
"ENSP00000211314",5,10,3,2,0,1,0
"ENSP00000214869",1,94,40,24,0,16,0
"ENSP00000214869",2,55,19,12,0,7,0
"ENSP00000214869",3,48,28,21,0,7,0
"ENSP00000214869",4,30,12,8,1,3,0
"ENSP00000215071",1,46,17,14,0,3,0
"ENSP00000215071",2,45,10,9,0,1,0
"ENSP00000215071",3,41,12,8,0,4,0
"ENSP00000215071",4,40,13,5,0,6,2
"ENSP00000215071",5,37,10,6,0,3,1
"ENSP00000215071",6,30,6,1,0,4,1
"ENSP00000215071",7,28,8,6,0,2,0
"ENSP00000215071",8,24,5,4,0,1,0
"ENSP00000215071",9,23,12,4,0,8,0
"ENSP00000215071",10,19,12,6,1,5,0
"ENSP00000215071",11,17,9,7,0,2,0
"ENSP00000215095",1,158,37,19,0,18,0
"ENSP00000215095",2,103,36,13,0,22,1
"ENSP00000215095",3,27,9,3,0,6,0
"ENSP00000215530",1,139,72,50,2,19,1
"ENSP00000215530",2,31,3,3,0,0,0
"ENSP00000215565",1,117,60,42,1,15,2
"ENSP00000215565",2,20,9,6,0,3,0
"ENSP00000215570",1,75,38,20,0,17,1
"ENSP00000215570",2,20,12,8,0,4,0
"ENSP00000215574",1,140,61,24,0,36,1
"ENSP00000215574",2,63,34,9,0,25,0
"ENSP00000215574",3,33,19,13,0,6,0
"ENSP00000215587",1,126,62,30,2,28,2
"ENSP00000215587",2,84,37,22,0,15,0
"ENSP00000215637",1,160,43,23,1,18,1
"ENSP00000215637",2,46,10,4,0,4,2
"ENSP00000215637",3,38,19,13,1,5,0
"ENSP00000215637",4,35,21,3,3,13,2
"ENSP00000215637",5,32,3,2,0,1,0
"ENSP00000215637",6,26,10,6,1,3,0
"ENSP00000215637",7,24,13,9,0,3,1
"ENSP00000215637",8,21,8,5,2,1,0
"ENSP00000215727",1,91,37,25,1,10,1
"ENSP00000215727",2,88,43,29,4,9,1
"ENSP00000215727",3,57,25,16,1,8,0
"ENSP00000215727",4,51,18,12,0,6,0
"ENSP00000215727",5,46,21,11,0,10,0
"ENSP00000215727",6,45,16,10,0,6,0
"ENSP00000215727",7,39,22,16,0,6,0
"ENSP00000215727",8,33,17,11,0,5,1
"ENSP00000215727",9,26,12,6,0,6,0
"ENSP00000215727",10,23,10,7,0,2,1
"ENSP00000215730",1,222,93,69,3,20,1
"ENSP00000215730",2,36,20,16,0,3,1
"ENSP00000215743",1,107,47,28,0,17,2
"ENSP00000215743",2,100,49,32,0,16,1
"ENSP00000215743",3,91,30,23,2,5,0
"ENSP00000215743",4,75,24,15,0,9,0
"ENSP00000215743",5,70,30,17,2,11,0
"ENSP00000215743",6,45,14,8,0,5,1
"ENSP00000215754",1,58,22,18,0,4,0
"ENSP00000215754",2,57,13,4,0,8,1
"ENSP00000215770",1,53,0,0,0,0,0
"ENSP00000215770",2,44,3,1,0,1,1
"ENSP00000215770",3,21,11,4,0,6,1
"ENSP00000215770",4,16,7,5,0,2,0
"ENSP00000215780",1,39,1,0,1,0,0
"ENSP00000215780",2,33,0,0,0,0,0
"ENSP00000215780",3,29,2,0,1,1,0
"ENSP00000215780",4,29,1,0,0,1,0
"ENSP00000215780",5,27,0,0,0,0,0
"ENSP00000215780",6,26,0,0,0,0,0
"ENSP00000215780",7,24,0,0,0,0,0
"ENSP00000215780",8,20,0,0,0,0,0
"ENSP00000215780",9,17,0,0,0,0,0
"ENSP00000215794",1,74,1,1,0,0,0
"ENSP00000215794",2,52,23,16,1,6,0
"ENSP00000215794",3,48,11,6,0,5,0
"ENSP00000215794",4,44,13,9,0,4,0
"ENSP00000215794",5,42,0,0,0,0,0
"ENSP00000215794",6,38,6,3,1,1,1
"ENSP00000215794",7,37,0,0,0,0,0
"ENSP00000215794",8,37,11,10,0,1,0
"ENSP00000215812",1,87,37,27,2,8,0
"ENSP00000215812",2,79,38,27,2,7,2
"ENSP00000215812",3,63,22,14,2,6,0
"ENSP00000215812",4,47,19,14,1,4,0
"ENSP00000215812",5,47,27,17,1,9,0
"ENSP00000215812",6,46,19,14,1,4,0
"ENSP00000215812",7,31,14,8,0,6,0
"ENSP00000215829",1,66,20,6,0,14,0
"ENSP00000215829",2,25,4,1,0,2,1
"ENSP00000215829",3,18,3,2,0,1,0
"ENSP00000215829",4,17,0,0,0,0,0
"ENSP00000215838",1,102,61,33,5,22,1
"ENSP00000215838",2,72,37,27,4,6,0
"ENSP00000215838",3,54,31,20,0,10,1
"ENSP00000215838",4,54,28,13,0,13,2
"ENSP00000215838",5,44,20,16,1,3,0
"ENSP00000215838",6,39,24,9,1,14,0
"ENSP00000215838",7,31,19,15,1,3,0
"ENSP00000215838",8,31,19,13,0,4,2
"ENSP00000215855",1,47,22,17,0,5,0
"ENSP00000215855",2,47,22,15,1,5,1
"ENSP00000215855",3,44,22,16,1,5,0
"ENSP00000215855",4,33,12,8,1,3,0
"ENSP00000215855",5,21,13,7,1,4,1
"ENSP00000215855",6,19,12,11,0,1,0
"ENSP00000215882",1,55,27,19,0,8,0
"ENSP00000215882",2,53,14,8,0,5,1
"ENSP00000215882",3,47,17,13,0,4,0
"ENSP00000215882",4,37,0,0,0,0,0
"ENSP00000215882",5,34,11,4,0,7,0
"ENSP00000215882",6,30,9,4,0,4,1
"ENSP00000215882",7,28,16,10,0,6,0
"ENSP00000215882",8,27,0,0,0,0,0
"ENSP00000215904",1,61,4,2,1,1,0
"ENSP00000215904",2,61,29,13,1,15,0
"ENSP00000215904",3,50,24,16,1,7,0
"ENSP00000215904",4,48,2,2,0,0,0
"ENSP00000215904",5,26,7,2,0,5,0
"ENSP00000215904",6,19,13,6,1,6,0
"ENSP00000215904",7,18,1,0,0,1,0
"ENSP00000215904",8,13,8,6,0,2,0
"ENSP00000215909",1,25,14,9,0,5,0
"ENSP00000215909",2,23,13,7,1,5,0
"ENSP00000215909",3,21,9,5,0,4,0
"ENSP00000215909",4,16,7,4,0,3,0
"ENSP00000215909",5,16,9,4,0,4,1
"ENSP00000215909",6,15,7,6,0,1,0
"ENSP00000215909",7,11,4,3,0,1,0
"ENSP00000215909",8,8,3,1,0,2,0
"ENSP00000215939",1,91,33,20,0,13,0
"ENSP00000215939",2,87,47,34,1,12,0
"ENSP00000215939",3,59,24,13,0,11,0
"ENSP00000215939",4,15,8,2,0,6,0
"ENSP00000215941",1,270,86,54,0,30,2
"ENSP00000215941",2,30,5,3,0,2,0
"ENSP00000215980",1,37,18,11,1,6,0
"ENSP00000215980",2,30,13,8,0,5,0
"ENSP00000215980",3,24,11,9,0,1,1
"ENSP00000215980",4,24,11,9,0,2,0
"ENSP00000215980",5,16,6,1,0,5,0
"ENSP00000215980",6,14,4,2,0,1,1
"ENSP00000215980",7,13,5,4,0,0,1
"ENSP00000215980",8,12,4,1,0,3,0
"ENSP00000215980",9,10,3,1,0,2,0
"ENSP00000216024",1,154,51,32,1,18,0
"ENSP00000216024",2,95,29,11,0,17,1
"ENSP00000216024",3,91,31,25,0,6,0
"ENSP00000216027",1,84,33,26,1,6,0
"ENSP00000216027",2,68,20,15,0,5,0
"ENSP00000216027",3,47,23,13,1,8,1
"ENSP00000216027",4,36,17,10,0,7,0
"ENSP00000216034",1,108,34,15,0,19,0
"ENSP00000216034",2,34,13,8,0,5,0
"ENSP00000216036",1,146,56,38,2,16,0
"ENSP00000216036",2,123,59,39,1,18,1
"ENSP00000216036",3,50,30,20,3,7,0
"ENSP00000216036",4,29,17,11,0,6,0
"ENSP00000216039",1,54,20,10,0,10,0
"ENSP00000216039",2,47,19,9,1,9,0
"ENSP00000216039",3,45,14,7,0,7,0
"ENSP00000216039",4,34,10,6,0,4,0
"ENSP00000216039",5,22,8,3,0,4,1
"ENSP00000216068",1,48,16,9,0,7,0
"ENSP00000216068",2,39,13,13,0,0,0
"ENSP00000216068",3,18,11,7,1,3,0
"ENSP00000216075",1,77,41,26,3,10,2
"ENSP00000216075",2,63,42,20,3,18,1
"ENSP00000216075",3,55,28,21,0,7,0
"ENSP00000216075",4,52,31,16,0,14,1
"ENSP00000216075",5,20,17,9,0,8,0
"ENSP00000216075",6,18,8,5,0,3,0
"ENSP00000216085",1,146,61,35,3,23,0
"ENSP00000216085",2,125,47,26,0,20,1
"ENSP00000216085",3,58,22,15,0,7,0
"ENSP00000216085",4,30,16,10,0,5,1
"ENSP00000216085",5,27,7,6,0,1,0
"ENSP00000216101",1,172,44,22,0,22,0
"ENSP00000216101",2,31,2,0,0,1,1
"ENSP00000216117",1,213,99,70,1,24,4
"ENSP00000216117",2,75,32,20,2,10,0
"ENSP00000216121",1,151,46,26,0,19,1
"ENSP00000216121",2,101,23,12,0,11,0
"ENSP00000216121",3,32,6,5,1,0,0
"ENSP00000216124",1,98,35,22,0,12,1
"ENSP00000216124",2,82,33,25,1,7,0
"ENSP00000216124",3,73,38,24,2,11,1
"ENSP00000216124",4,61,33,22,0,11,0
"ENSP00000216124",5,59,23,13,1,7,2
"ENSP00000216124",6,56,30,21,0,7,2
"ENSP00000216124",7,44,17,12,0,4,1
"ENSP00000216124",8,36,13,7,0,6,0
"ENSP00000216127",1,94,31,14,1,16,0
"ENSP00000216127",2,62,23,13,0,10,0
"ENSP00000216127",3,42,15,6,0,9,0
"ENSP00000216127",4,42,20,13,0,7,0
"ENSP00000216127",5,16,12,7,0,5,0
"ENSP00000216127",6,10,3,2,0,1,0
"ENSP00000216129",1,343,167,104,6,45,12
"ENSP00000216129",2,301,154,107,3,39,5
"ENSP00000216139",1,80,27,20,0,7,0
"ENSP00000216139",2,54,11,7,1,3,0
"ENSP00000216139",3,49,21,14,0,7,0
"ENSP00000216139",4,43,3,1,0,2,0
"ENSP00000216139",5,42,5,2,2,1,0
"ENSP00000216139",6,42,15,11,1,2,1
"ENSP00000216139",7,32,5,2,0,3,0
"ENSP00000216139",8,31,11,7,0,4,0
"ENSP00000216139",9,28,17,8,0,9,0
"ENSP00000216139",10,20,0,0,0,0,0
"ENSP00000216144",1,77,30,16,0,13,1
"ENSP00000216144",2,55,25,12,0,12,1
"ENSP00000216144",3,48,29,19,0,10,0
"ENSP00000216144",4,35,13,7,0,6,0
"ENSP00000216177",1,262,100,57,5,36,2
"ENSP00000216177",2,136,64,41,2,20,1
"ENSP00000216177",3,31,14,11,0,3,0
"ENSP00000216180",1,266,134,84,5,42,3
"ENSP00000216180",2,140,56,39,1,15,1
"ENSP00000216180",3,41,18,14,1,2,1
"ENSP00000216180",4,34,14,10,1,3,0
"ENSP00000216185",1,41,15,10,0,5,0
"ENSP00000216185",2,40,17,10,0,6,1
"ENSP00000216185",3,36,18,11,0,6,1
"ENSP00000216185",4,26,13,5,0,8,0
"ENSP00000216185",5,23,9,3,0,6,0
"ENSP00000216200",1,36,17,8,1,8,0
"ENSP00000216200",2,33,13,8,0,5,0
"ENSP00000216200",3,21,6,3,0,3,0
"ENSP00000216200",4,20,10,7,1,2,0
"ENSP00000216214",1,312,146,82,4,55,5
"ENSP00000216214",2,45,22,13,0,9,0
"ENSP00000216218",1,131,35,29,0,6,0
"ENSP00000216218",2,78,32,21,0,11,0
"ENSP00000216218",3,60,20,15,0,5,0
"ENSP00000216218",4,43,8,8,0,0,0
"ENSP00000216218",5,33,14,10,2,2,0
"ENSP00000216218",6,24,9,4,0,5,0
"ENSP00000216225",1,91,16,6,0,10,0
"ENSP00000216225",2,17,1,0,0,1,0
"ENSP00000216252",1,53,8,2,0,6,0
"ENSP00000216252",2,27,4,0,0,4,0
"ENSP00000216252",3,17,6,1,0,5,0
"ENSP00000216252",4,13,1,0,0,1,0
"ENSP00000216259",1,112,49,34,0,15,0
"ENSP00000216259",2,57,32,23,0,9,0
"ENSP00000216259",3,47,24,11,0,13,0
"ENSP00000216259",4,25,8,3,0,5,0
"ENSP00000216259",5,21,11,6,1,3,1
"ENSP00000216264",1,108,40,23,2,15,0
"ENSP00000216264",2,101,43,28,1,13,1
"ENSP00000216264",3,81,38,27,0,9,2
"ENSP00000216264",4,70,32,14,2,14,2
"ENSP00000216264",5,65,26,21,0,4,1
"ENSP00000216264",6,43,2,0,1,0,1
"ENSP00000216264",7,36,20,13,0,7,0
"ENSP00000216264",8,33,20,11,0,7,2
"ENSP00000216271",1,366,189,120,1,64,4
"ENSP00000216271",2,303,145,99,5,38,3
"ENSP00000216330",1,49,13,8,0,5,0
"ENSP00000216330",2,45,15,11,0,4,0
"ENSP00000216330",3,44,16,14,0,2,0
"ENSP00000216330",4,34,14,12,0,2,0
"ENSP00000216330",5,28,15,11,0,4,0
"ENSP00000216330",6,24,9,6,0,3,0
"ENSP00000216336",1,114,46,30,2,14,0
"ENSP00000216336",2,41,8,6,0,2,0
"ENSP00000216336",3,40,21,11,0,10,0
"ENSP00000216336",4,35,9,7,1,1,0
"ENSP00000216336",5,25,8,5,0,2,1
"ENSP00000216338",1,164,68,42,2,24,0
"ENSP00000216338",2,47,22,14,1,7,0
"ENSP00000216338",3,35,18,14,0,4,0
"ENSP00000216366",1,57,21,13,0,8,0
"ENSP00000216366",2,46,19,15,1,3,0
"ENSP00000216366",3,34,11,6,1,4,0
"ENSP00000216366",4,22,13,4,0,9,0
"ENSP00000216410",1,149,49,31,0,17,1
"ENSP00000216410",2,35,9,5,0,4,0
"ENSP00000216442",1,205,68,46,1,19,2
"ENSP00000216442",2,42,14,10,0,4,0
"ENSP00000216455",1,45,9,8,0,1,0
"ENSP00000216455",2,41,14,9,0,5,0
"ENSP00000216455",3,39,11,3,0,7,1
"ENSP00000216455",4,38,13,4,0,9,0
"ENSP00000216455",5,33,11,3,0,8,0
"ENSP00000216455",6,31,6,2,0,4,0
"ENSP00000216455",7,28,10,8,0,2,0
"ENSP00000216479",1,47,9,4,1,4,0
"ENSP00000216479",2,45,13,9,0,4,0
"ENSP00000216479",3,44,13,7,0,5,1
"ENSP00000216479",4,42,14,8,0,6,0
"ENSP00000216479",5,41,12,6,0,6,0
"ENSP00000216479",6,36,10,5,0,3,2
"ENSP00000216479",7,34,9,5,0,3,1
"ENSP00000216479",8,30,10,7,0,2,1
"ENSP00000216479",9,19,1,1,0,0,0
"ENSP00000216489",1,175,82,63,1,18,0
"ENSP00000216489",2,121,47,33,0,14,0
"ENSP00000216489",3,93,37,24,2,10,1
"ENSP00000216540",1,84,55,40,3,12,0
"ENSP00000216540",2,65,41,26,0,14,1
"ENSP00000216540",3,63,33,23,0,8,2
"ENSP00000216540",4,62,35,24,1,9,1
"ENSP00000216540",5,28,14,12,0,2,0
"ENSP00000216540",6,25,12,10,0,2,0
"ENSP00000216540",7,22,13,11,0,1,1
"ENSP00000216554",1,180,71,30,0,41,0
"ENSP00000216554",2,152,72,34,0,36,2
"ENSP00000216554",3,99,37,16,0,21,0
