"ENSG","cluster_membership","cluster_size","n.mut"
"ENSG00000120992",2,75,37
"ENSG00000121022",1,81,19
"ENSG00000121022",2,66,21
"ENSG00000121022",3,64,26
"ENSG00000121022",4,44,6
"ENSG00000121022",5,42,10
"ENSG00000121022",6,37,6
"ENSG00000121039",1,148,31
"ENSG00000121039",2,93,14
"ENSG00000121039",3,37,11
"ENSG00000121039",4,34,11
"ENSG00000121039",5,29,17
"ENSG00000121053",1,88,78
"ENSG00000121053",2,70,79
"ENSG00000121053",3,67,68
"ENSG00000121053",4,56,40
"ENSG00000121053",5,50,35
"ENSG00000121053",6,49,31
"ENSG00000121053",7,46,31
"ENSG00000121053",8,45,47
"ENSG00000121053",9,39,38
"ENSG00000121053",10,38,39
"ENSG00000121053",11,29,17
"ENSG00000121053",12,27,34
"ENSG00000121053",13,26,18
"ENSG00000121053",14,24,14
"ENSG00000121053",15,24,18
"ENSG00000121053",16,20,22
"ENSG00000121053",17,17,12
"ENSG00000121060",1,113,75
"ENSG00000121060",2,76,37
"ENSG00000121060",3,59,17
"ENSG00000121060",4,56,31
"ENSG00000121060",5,55,22
"ENSG00000121060",6,55,36
"ENSG00000121060",7,43,29
"ENSG00000121060",8,41,16
"ENSG00000121060",9,41,26
"ENSG00000121060",10,38,20
"ENSG00000121060",11,36,13
"ENSG00000121060",12,17,5
"ENSG00000121064",1,411,251
"ENSG00000121064",2,41,24
"ENSG00000121067",1,62,15
"ENSG00000121067",2,61,16
"ENSG00000121067",3,60,9
"ENSG00000121067",4,47,5
"ENSG00000121067",5,36,8
"ENSG00000121067",6,33,2
"ENSG00000121067",7,27,2
"ENSG00000121067",8,27,11
"ENSG00000121067",9,21,18
"ENSG00000121073",1,311,145
"ENSG00000121073",2,48,55
"ENSG00000121152",1,105,59
"ENSG00000121152",2,100,73
"ENSG00000121152",3,84,65
"ENSG00000121152",4,82,32
"ENSG00000121152",5,64,21
"ENSG00000121152",6,60,19
"ENSG00000121152",7,60,26
"ENSG00000121152",8,55,26
"ENSG00000121152",9,45,31
"ENSG00000121152",10,45,10
"ENSG00000121152",11,41,17
"ENSG00000121207",1,54,23
"ENSG00000121207",2,50,28
"ENSG00000121207",3,45,28
"ENSG00000121207",4,30,14
"ENSG00000121207",5,28,18
"ENSG00000121207",6,23,17
"ENSG00000121236",1,130,103
"ENSG00000121236",2,80,48
"ENSG00000121236",3,80,44
"ENSG00000121236",4,67,50
"ENSG00000121236",5,61,34
"ENSG00000121236",6,60,33
"ENSG00000121236",7,38,22
"ENSG00000121310",1,255,227
"ENSG00000121310",2,37,16
"ENSG00000121314",1,97,71
"ENSG00000121314",2,59,44
"ENSG00000121314",3,56,50
"ENSG00000121314",4,44,23
"ENSG00000121314",5,37,16
"ENSG00000121314",6,16,6
"ENSG00000121316",1,96,71
"ENSG00000121316",2,72,30
"ENSG00000121316",3,68,38
"ENSG00000121316",4,63,24
"ENSG00000121316",5,61,31
"ENSG00000121316",6,58,27
"ENSG00000121316",7,53,26
"ENSG00000121316",8,47,20
"ENSG00000121316",9,35,33
"ENSG00000121318",1,101,87
"ENSG00000121318",2,58,38
"ENSG00000121318",3,57,35
"ENSG00000121318",4,43,26
"ENSG00000121318",5,34,23
"ENSG00000121318",6,14,9
"ENSG00000121350",1,49,11
"ENSG00000121350",2,46,13
"ENSG00000121350",3,42,28
"ENSG00000121350",4,41,34
"ENSG00000121350",5,37,18
"ENSG00000121350",6,34,22
"ENSG00000121350",7,34,14
"ENSG00000121350",8,33,17
"ENSG00000121350",9,31,15
"ENSG00000121350",10,28,20
"ENSG00000121350",11,28,17
"ENSG00000121350",12,23,6
"ENSG00000121350",13,22,9
"ENSG00000121350",14,18,10
"ENSG00000121350",15,18,14
"ENSG00000121350",16,16,10
"ENSG00000121361",1,365,111
"ENSG00000121361",2,59,26
"ENSG00000121377",1,141,98
"ENSG00000121377",2,63,45
"ENSG00000121377",3,56,47
"ENSG00000121377",4,44,32
"ENSG00000121377",5,14,8
"ENSG00000121381",1,80,50
"ENSG00000121381",2,51,49
"ENSG00000121381",3,40,25
"ENSG00000121381",4,37,19
"ENSG00000121381",5,29,17
"ENSG00000121381",6,18,10
"ENSG00000121381",7,17,10
"ENSG00000121381",8,16,8
"ENSG00000121381",9,14,7
"ENSG00000121381",10,10,9
"ENSG00000121388",1,42,24
"ENSG00000121388",2,25,14
"ENSG00000121388",3,12,6
"ENSG00000121481",1,95,19
"ENSG00000121481",2,83,22
"ENSG00000121481",3,80,15
"ENSG00000121481",4,50,13
"ENSG00000121481",5,28,7
"ENSG00000121552",1,73,46
"ENSG00000121552",2,25,22
"ENSG00000121577",1,83,40
"ENSG00000121577",2,65,48
"ENSG00000121577",3,57,41
"ENSG00000121577",4,51,20
"ENSG00000121577",5,50,28
"ENSG00000121577",6,40,39
"ENSG00000121577",7,22,12
"ENSG00000121578",1,276,137
"ENSG00000121578",2,68,28
"ENSG00000121579",1,142,38
"ENSG00000121579",2,27,13
"ENSG00000121594",1,62,50
"ENSG00000121594",2,52,17
"ENSG00000121594",3,46,27
"ENSG00000121594",4,42,23
"ENSG00000121594",5,35,15
"ENSG00000121594",6,35,17
"ENSG00000121594",7,16,10
"ENSG00000121644",1,171,51
"ENSG00000121644",2,23,17
"ENSG00000121671",1,84,44
"ENSG00000121671",2,61,73
"ENSG00000121671",3,59,23
"ENSG00000121671",4,52,17
"ENSG00000121671",5,46,30
"ENSG00000121671",6,45,17
"ENSG00000121671",7,44,20
"ENSG00000121671",8,44,24
"ENSG00000121671",9,35,21
"ENSG00000121671",10,31,15
"ENSG00000121671",11,29,18
"ENSG00000121671",12,22,8
"ENSG00000121671",13,22,5
"ENSG00000121671",14,21,8
"ENSG00000121671",15,19,10
"ENSG00000121680",1,195,97
"ENSG00000121680",2,151,137
"ENSG00000121691",1,415,268
"ENSG00000121691",2,112,82
"ENSG00000121749",1,143,57
"ENSG00000121749",2,126,65
"ENSG00000121749",3,78,45
"ENSG00000121749",4,70,23
"ENSG00000121749",5,63,51
"ENSG00000121749",6,63,24
"ENSG00000121749",7,59,22
"ENSG00000121749",8,53,34
"ENSG00000121749",9,36,17
"ENSG00000121764",1,377,226
"ENSG00000121764",2,48,30
"ENSG00000121769",1,25,15
"ENSG00000121769",2,22,11
"ENSG00000121769",3,18,10
"ENSG00000121769",4,16,5
"ENSG00000121769",5,14,6
"ENSG00000121769",6,13,9
"ENSG00000121769",7,13,11
"ENSG00000121769",8,12,17
"ENSG00000121775",1,105,57
"ENSG00000121775",2,89,28
"ENSG00000121775",3,71,33
"ENSG00000121775",4,66,50
"ENSG00000121775",5,57,19
"ENSG00000121775",6,49,24
"ENSG00000121775",7,29,22
"ENSG00000121775",8,16,3
"ENSG00000121775",9,10,1
"ENSG00000121797",1,78,52
"ENSG00000121797",2,71,34
"ENSG00000121797",3,58,47
"ENSG00000121797",4,48,29
"ENSG00000121797",5,46,34
"ENSG00000121797",6,33,23
"ENSG00000121797",7,22,16
"ENSG00000121807",1,328,186
"ENSG00000121807",2,46,26
"ENSG00000121848",1,70,31
"ENSG00000121848",2,63,28
"ENSG00000121848",3,61,37
"ENSG00000121848",4,59,29
"ENSG00000121848",5,51,22
"ENSG00000121851",1,56,21
"ENSG00000121851",2,45,26
"ENSG00000121851",3,35,21
"ENSG00000121851",4,28,17
"ENSG00000121851",5,22,11
"ENSG00000121851",6,21,9
"ENSG00000121851",7,11,17
"ENSG00000121853",1,315,202
"ENSG00000121853",2,51,35
"ENSG00000121858",1,73,47
"ENSG00000121858",2,64,42
"ENSG00000121858",3,57,40
"ENSG00000121858",4,47,22
"ENSG00000121858",5,40,18
"ENSG00000121897",1,201,79
"ENSG00000121897",2,100,27
"ENSG00000121897",3,71,64
"ENSG00000121905",1,72,33
"ENSG00000121905",2,31,10
"ENSG00000121905",3,27,8
"ENSG00000121905",4,26,9
"ENSG00000121905",5,21,10
"ENSG00000121905",6,16,3
"ENSG00000121964",1,398,220
"ENSG00000121964",2,60,27
"ENSG00000121966",1,309,114
"ENSG00000121966",2,47,15
"ENSG00000122026",1,117,31
"ENSG00000122026",2,23,9
"ENSG00000122026",3,20,3
"ENSG00000122033",1,82,38
"ENSG00000122033",2,77,42
"ENSG00000122033",3,69,31
"ENSG00000122033",4,50,27
"ENSG00000122034",1,62,19
"ENSG00000122034",2,50,30
"ENSG00000122034",3,47,6
"ENSG00000122034",4,40,24
"ENSG00000122034",5,39,22
"ENSG00000122034",6,35,13
"ENSG00000122034",7,34,22
"ENSG00000122034",8,34,29
"ENSG00000122034",9,24,15
"ENSG00000122035",1,46,29
"ENSG00000122035",2,45,19
"ENSG00000122035",3,40,26
"ENSG00000122035",4,27,8
"ENSG00000122035",5,25,16
"ENSG00000122035",6,24,15
"ENSG00000122035",7,21,18
"ENSG00000122035",8,14,7
"ENSG00000122042",1,90,40
"ENSG00000122042",2,19,5
"ENSG00000122042",3,8,2
"ENSG00000122085",1,190,101
"ENSG00000122085",2,102,85
"ENSG00000122085",3,89,48
"ENSG00000122133",1,89,52
"ENSG00000122133",2,37,26
"ENSG00000122133",3,33,7
"ENSG00000122133",4,21,5
"ENSG00000122140",1,214,184
"ENSG00000122140",2,82,76
"ENSG00000122176",1,103,89
"ENSG00000122176",2,79,58
"ENSG00000122176",3,73,52
"ENSG00000122176",4,73,46
"ENSG00000122176",5,48,53
"ENSG00000122180",1,88,50
"ENSG00000122180",2,85,66
"ENSG00000122180",3,51,27
"ENSG00000122223",1,59,43
"ENSG00000122223",2,55,18
"ENSG00000122223",3,46,20
"ENSG00000122223",4,36,29
"ENSG00000122223",5,28,16
"ENSG00000122223",6,27,15
"ENSG00000122223",7,26,23
"ENSG00000122223",8,22,16
"ENSG00000122223",9,21,11
"ENSG00000122223",10,20,14
"ENSG00000122223",11,17,6
"ENSG00000122223",12,13,10
"ENSG00000122224",1,461,302
"ENSG00000122224",2,194,124
"ENSG00000122254",1,79,40
"ENSG00000122254",2,71,28
"ENSG00000122254",3,54,24
"ENSG00000122254",4,43,26
"ENSG00000122254",5,43,19
"ENSG00000122254",6,33,14
"ENSG00000122254",7,28,13
"ENSG00000122254",8,16,8
"ENSG00000122335",1,259,138
"ENSG00000122335",2,167,69
"ENSG00000122335",3,82,32
"ENSG00000122335",4,78,42
"ENSG00000122335",5,68,34
"ENSG00000122359",1,405,332
"ENSG00000122359",2,62,42
"ENSG00000122359",3,38,43
"ENSG00000122375",1,212,228
"ENSG00000122375",2,125,90
"ENSG00000122375",3,84,68
"ENSG00000122375",4,74,50
"ENSG00000122378",1,48,26
"ENSG00000122378",2,48,23
"ENSG00000122378",3,46,32
"ENSG00000122378",4,32,15
"ENSG00000122378",5,15,6
"ENSG00000122378",6,14,13
"ENSG00000122378",7,13,10
"ENSG00000122378",8,13,6
"ENSG00000122390",1,91,50
"ENSG00000122390",2,51,15
"ENSG00000122390",3,47,19
"ENSG00000122390",4,35,4
"ENSG00000122390",5,13,2
"ENSG00000122390",6,12,6
"ENSG00000122406",1,133,52
"ENSG00000122406",2,80,26
"ENSG00000122406",3,47,14
"ENSG00000122406",4,37,17
"ENSG00000122417",1,192,128
"ENSG00000122417",2,93,54
"ENSG00000122417",3,85,31
"ENSG00000122417",4,73,40
"ENSG00000122417",5,69,25
"ENSG00000122417",6,65,39
"ENSG00000122417",7,57,39
"ENSG00000122417",8,39,16
"ENSG00000122420",1,290,131
"ENSG00000122420",2,36,21
"ENSG00000122420",3,33,21
"ENSG00000122477",1,70,41
"ENSG00000122477",2,69,42
"ENSG00000122477",3,59,32
"ENSG00000122477",4,48,30
"ENSG00000122477",5,32,18
"ENSG00000122477",6,32,18
"ENSG00000122477",7,29,7
"ENSG00000122481",1,108,70
"ENSG00000122481",2,63,19
"ENSG00000122481",3,52,37
"ENSG00000122481",4,44,26
"ENSG00000122490",1,113,97
"ENSG00000122490",2,96,86
"ENSG00000122490",3,45,38
"ENSG00000122490",4,17,17
"ENSG00000122507",1,187,116
"ENSG00000122507",2,157,74
"ENSG00000122507",3,124,90
"ENSG00000122507",4,116,70
"ENSG00000122507",5,116,76
"ENSG00000122507",6,69,45
"ENSG00000122507",7,62,28
"ENSG00000122507",8,56,39
"ENSG00000122512",1,184,151
"ENSG00000122512",2,114,92
"ENSG00000122512",3,101,64
"ENSG00000122512",4,75,15
"ENSG00000122512",5,73,55
"ENSG00000122512",6,72,11
"ENSG00000122512",7,55,0
"ENSG00000122512",8,47,22
"ENSG00000122512",9,36,12
"ENSG00000122512",10,30,20
"ENSG00000122512",11,26,27
"ENSG00000122512",12,25,26
"ENSG00000122512",13,24,29
"ENSG00000122543",1,44,4
"ENSG00000122543",2,19,20
"ENSG00000122543",3,19,26
"ENSG00000122543",4,15,8
"ENSG00000122543",5,12,10
"ENSG00000122545",1,90,32
"ENSG00000122545",2,81,4
"ENSG00000122545",3,75,19
"ENSG00000122545",4,71,9
"ENSG00000122545",5,66,9
"ENSG00000122545",6,32,9
"ENSG00000122545",7,23,6
"ENSG00000122557",1,114,52
"ENSG00000122557",2,75,30
"ENSG00000122557",3,74,26
"ENSG00000122557",4,74,44
"ENSG00000122557",5,41,18
"ENSG00000122557",6,28,13
"ENSG00000122565",1,56,15
"ENSG00000122565",2,54,19
"ENSG00000122565",3,37,11
"ENSG00000122565",4,36,9
"ENSG00000122566",1,150,67
"ENSG00000122566",2,104,25
"ENSG00000122566",3,99,33
"ENSG00000122585",1,28,21
"ENSG00000122585",2,25,10
"ENSG00000122585",3,20,9
"ENSG00000122585",4,13,14
"ENSG00000122585",5,11,7
"ENSG00000122592",1,98,76
"ENSG00000122592",2,79,69
"ENSG00000122592",3,53,81
"ENSG00000122641",1,62,23
"ENSG00000122641",2,45,24
"ENSG00000122641",3,44,28
"ENSG00000122641",4,39,27
"ENSG00000122641",5,39,20
"ENSG00000122641",6,34,21
"ENSG00000122641",7,33,12
"ENSG00000122641",8,32,8
"ENSG00000122641",9,28,13
"ENSG00000122641",10,26,9
"ENSG00000122641",11,22,17
"ENSG00000122641",12,22,18
"ENSG00000122643",1,66,39
"ENSG00000122643",2,49,40
"ENSG00000122643",3,42,13
"ENSG00000122643",4,37,30
"ENSG00000122643",5,32,12
"ENSG00000122643",6,31,13
"ENSG00000122643",7,24,9
"ENSG00000122643",8,21,10
"ENSG00000122643",9,19,11
"ENSG00000122643",10,15,3
"ENSG00000122679",1,47,31
"ENSG00000122679",2,46,33
"ENSG00000122679",3,43,42
"ENSG00000122679",4,15,6
"ENSG00000122687",1,80,67
"ENSG00000122687",2,57,33
"ENSG00000122687",3,38,29
"ENSG00000122687",4,37,32
"ENSG00000122687",5,26,17
"ENSG00000122687",6,8,5
"ENSG00000122691",1,100,20
"ENSG00000122691",2,71,45
"ENSG00000122691",3,31,13
"ENSG00000122696",1,56,18
"ENSG00000122696",2,55,18
"ENSG00000122696",3,45,4
"ENSG00000122696",4,45,15
"ENSG00000122696",5,40,12
"ENSG00000122696",6,28,3
"ENSG00000122696",7,28,12
"ENSG00000122718",1,288,196
"ENSG00000122718",2,31,17
"ENSG00000122735",1,128,80
"ENSG00000122735",2,121,77
"ENSG00000122735",3,118,75
"ENSG00000122735",4,96,52
"ENSG00000122735",5,82,50
"ENSG00000122735",6,79,38
"ENSG00000122735",7,75,44
"ENSG00000122756",1,205,103
"ENSG00000122756",2,52,19
"ENSG00000122756",3,46,26
"ENSG00000122756",4,35,31
"ENSG00000122756",5,34,29
"ENSG00000122787",1,70,39
"ENSG00000122787",2,60,24
"ENSG00000122787",3,50,25
"ENSG00000122787",4,45,25
"ENSG00000122787",5,35,27
"ENSG00000122787",6,34,21
"ENSG00000122787",7,32,22
"ENSG00000122852",1,62,31
"ENSG00000122852",2,44,48
"ENSG00000122852",3,43,28
"ENSG00000122852",4,41,24
"ENSG00000122852",5,28,5
"ENSG00000122852",6,25,1
"ENSG00000122852",7,20,0
"ENSG00000122873",1,35,20
"ENSG00000122873",2,31,3
"ENSG00000122873",3,29,14
"ENSG00000122873",4,13,7
"ENSG00000122882",1,90,67
"ENSG00000122882",2,83,43
"ENSG00000122882",3,79,44
"ENSG00000122882",4,75,26
"ENSG00000122882",5,72,35
"ENSG00000122882",6,59,26
"ENSG00000122882",7,57,23
"ENSG00000122882",8,47,22
"ENSG00000122882",9,44,29
"ENSG00000122882",10,36,13
"ENSG00000122882",11,35,19
"ENSG00000122884",1,109,51
"ENSG00000122884",2,76,39
"ENSG00000122884",3,62,20
"ENSG00000122884",4,61,14
"ENSG00000122884",5,57,17
"ENSG00000122884",6,48,15
"ENSG00000122884",7,46,19
"ENSG00000122884",8,40,17
"ENSG00000122884",9,35,13
"ENSG00000122912",1,290,163
"ENSG00000122912",2,42,3
"ENSG00000122958",1,197,54
"ENSG00000122958",2,43,11
"ENSG00000122958",3,37,12
"ENSG00000122958",4,27,18
"ENSG00000122958",5,23,9
"ENSG00000122986",1,74,21
"ENSG00000122986",2,61,19
"ENSG00000122986",3,47,30
"ENSG00000122986",4,35,19
"ENSG00000122986",5,32,22
"ENSG00000122986",6,24,7
"ENSG00000123080",1,41,20
"ENSG00000123080",2,32,16
"ENSG00000123080",3,32,11
"ENSG00000123080",4,32,12
"ENSG00000123080",5,31,22
"ENSG00000123091",1,57,20
"ENSG00000123091",2,55,11
"ENSG00000123091",3,42,18
"ENSG00000123094",1,136,75
"ENSG00000123094",2,56,27
"ENSG00000123094",3,43,23
"ENSG00000123094",4,40,22
"ENSG00000123094",5,35,7
"ENSG00000123094",6,35,13
"ENSG00000123094",7,27,8
"ENSG00000123094",8,26,18
"ENSG00000123094",9,21,3
"ENSG00000123096",1,99,57
"ENSG00000123096",2,62,29
"ENSG00000123096",3,52,24
"ENSG00000123096",4,30,4
"ENSG00000123119",1,121,34
"ENSG00000123119",2,95,39
"ENSG00000123119",3,47,8
"ENSG00000123119",4,46,20
"ENSG00000123119",5,23,3
"ENSG00000123119",6,19,2
"ENSG00000123136",1,39,14
"ENSG00000123136",2,38,32
"ENSG00000123136",3,38,18
"ENSG00000123136",4,30,20
"ENSG00000123136",5,25,8
"ENSG00000123136",6,24,15
"ENSG00000123136",7,23,16
"ENSG00000123136",8,21,15
"ENSG00000123136",9,20,9
"ENSG00000123136",10,18,8
"ENSG00000123136",11,18,7
"ENSG00000123136",12,18,6
"ENSG00000123136",13,18,6
"ENSG00000123136",14,18,7
"ENSG00000123136",15,17,11
"ENSG00000123136",16,17,4
"ENSG00000123136",17,16,6
"ENSG00000123136",18,15,8
"ENSG00000123136",19,14,7
"ENSG00000123146",1,450,283
"ENSG00000123146",2,269,190
"ENSG00000123146",3,116,70
"ENSG00000123154",1,77,56
"ENSG00000123154",2,50,46
"ENSG00000123154",3,44,32
"ENSG00000123154",4,43,31
"ENSG00000123154",5,40,30
"ENSG00000123154",6,36,21
"ENSG00000123154",7,25,22
"ENSG00000123159",1,289,241
"ENSG00000123159",2,44,29
"ENSG00000123178",1,44,20
"ENSG00000123178",2,41,14
"ENSG00000123178",3,29,13
"ENSG00000123178",4,23,6
"ENSG00000123178",5,22,11
"ENSG00000123178",6,22,2
"ENSG00000123178",7,15,6
"ENSG00000123179",1,115,60
"ENSG00000123179",2,55,34
"ENSG00000123179",3,36,22
"ENSG00000123219",1,136,77
"ENSG00000123219",2,74,53
"ENSG00000123219",3,59,34
"ENSG00000123240",1,153,62
"ENSG00000123240",2,139,98
"ENSG00000123240",3,93,44
"ENSG00000123240",4,84,38
"ENSG00000123240",5,52,26
"ENSG00000123240",6,21,12
"ENSG00000123240",7,18,9
"ENSG00000123240",8,17,23
"ENSG00000123243",1,398,267
"ENSG00000123243",2,207,133
"ENSG00000123243",3,156,125
"ENSG00000123243",4,106,111
"ENSG00000123243",5,89,62
"ENSG00000123268",1,139,66
"ENSG00000123268",2,71,27
"ENSG00000123268",3,31,16
"ENSG00000123268",4,30,17
"ENSG00000123297",1,275,172
"ENSG00000123297",2,71,37
"ENSG00000123349",1,65,38
"ENSG00000123349",2,56,32
"ENSG00000123349",3,33,18
"ENSG00000123353",1,76,45
"ENSG00000123353",2,42,22
"ENSG00000123353",3,23,11
"ENSG00000123353",4,12,9
"ENSG00000123395",1,125,63
"ENSG00000123395",2,93,51
"ENSG00000123405",1,146,74
"ENSG00000123405",2,127,68
"ENSG00000123405",3,100,52
"ENSG00000123415",1,207,108
"ENSG00000123415",2,40,25
"ENSG00000123415",3,23,9
"ENSG00000123416",1,66,15
"ENSG00000123416",2,62,2
"ENSG00000123416",3,60,0
"ENSG00000123416",4,49,6
"ENSG00000123416",5,45,0
"ENSG00000123416",6,33,2
"ENSG00000123416",7,30,0
"ENSG00000123416",8,27,6
"ENSG00000123416",9,27,17
"ENSG00000123416",10,27,1
"ENSG00000123416",11,25,1
"ENSG00000123427",1,44,24
"ENSG00000123427",2,37,22
"ENSG00000123427",3,29,11
"ENSG00000123427",4,26,14
"ENSG00000123427",5,24,10
"ENSG00000123427",6,23,12
"ENSG00000123427",7,22,15
"ENSG00000123427",8,21,12
"ENSG00000123505",1,109,28
"ENSG00000123505",2,67,23
"ENSG00000123505",3,35,9
"ENSG00000123505",4,34,10
"ENSG00000123505",5,31,12
"ENSG00000123505",6,30,13
"ENSG00000123505",7,28,6
"ENSG00000123545",1,69,25
"ENSG00000123545",2,58,35
"ENSG00000123545",3,26,32
"ENSG00000123545",4,22,12
"ENSG00000123552",1,628,336
"ENSG00000123552",2,186,94
"ENSG00000123600",1,161,69
"ENSG00000123600",2,95,37
"ENSG00000123600",3,86,36
"ENSG00000123600",4,21,5
"ENSG00000123600",5,15,1
"ENSG00000123609",1,101,69
"ENSG00000123609",2,93,45
"ENSG00000123609",3,64,43
"ENSG00000123609",4,49,32
"ENSG00000123610",1,67,39
"ENSG00000123610",2,47,26
"ENSG00000123610",3,39,20
"ENSG00000123610",4,32,16
"ENSG00000123610",5,32,10
"ENSG00000123610",6,32,17
"ENSG00000123610",7,28,12
"ENSG00000123643",1,433,274
"ENSG00000123643",2,43,36
"ENSG00000123684",1,57,9
"ENSG00000123684",2,51,15
"ENSG00000123684",3,41,18
"ENSG00000123684",4,36,17
"ENSG00000123684",5,32,9
"ENSG00000123684",6,31,3
"ENSG00000123684",7,23,7
"ENSG00000123684",8,22,13
"ENSG00000123684",9,21,6
"ENSG00000123684",10,20,7
"ENSG00000123684",11,19,8
"ENSG00000123684",12,17,1
"ENSG00000123685",1,97,30
"ENSG00000123685",2,30,17
"ENSG00000123700",1,130,45
"ENSG00000123700",2,84,29
"ENSG00000123700",3,80,34
"ENSG00000123700",4,41,16
"ENSG00000123700",5,37,14
"ENSG00000123700",6,28,11
"ENSG00000123700",7,27,30
"ENSG00000123810",1,73,50
"ENSG00000123810",2,54,34
"ENSG00000123810",3,48,59
"ENSG00000123815",1,73,51
"ENSG00000123815",2,65,48
"ENSG00000123815",3,64,56
"ENSG00000123815",4,57,31
"ENSG00000123815",5,44,22
"ENSG00000123815",6,41,21
"ENSG00000123815",7,40,24
"ENSG00000123815",8,36,20
"ENSG00000123815",9,35,27
"ENSG00000123815",10,34,27
"ENSG00000123815",11,32,15
"ENSG00000123815",12,23,10
"ENSG00000123843",1,23,20
"ENSG00000123843",2,22,26
"ENSG00000123843",3,22,3
"ENSG00000123843",4,21,13
"ENSG00000123843",5,21,9
"ENSG00000123843",6,19,14
"ENSG00000123843",7,19,12
"ENSG00000123843",8,19,9
"ENSG00000123843",9,18,12
"ENSG00000123843",10,18,10
"ENSG00000123843",11,18,7
"ENSG00000123843",12,16,9
"ENSG00000123843",13,16,8
"ENSG00000123892",1,167,122
"ENSG00000123892",2,44,27
"ENSG00000123901",1,89,82
"ENSG00000123901",2,63,48
"ENSG00000123901",3,60,35
"ENSG00000123901",4,45,41
"ENSG00000123901",5,45,40
"ENSG00000123901",6,45,33
"ENSG00000123901",7,40,29
"ENSG00000123901",8,36,36
"ENSG00000123933",1,92,44
"ENSG00000123933",2,63,63
"ENSG00000123933",3,33,6
"ENSG00000123933",4,21,5
"ENSG00000123975",1,29,11
"ENSG00000123975",2,17,7
"ENSG00000123975",3,14,7
"ENSG00000123975",4,11,2
"ENSG00000123975",5,8,1
"ENSG00000123977",1,59,40
"ENSG00000123977",2,53,28
"ENSG00000123977",3,51,15
"ENSG00000123977",4,50,27
"ENSG00000123977",5,48,30
"ENSG00000123977",6,42,36
"ENSG00000123977",7,42,17
"ENSG00000123977",8,38,23
"ENSG00000123977",9,32,17
"ENSG00000123989",1,215,184
"ENSG00000123989",2,177,151
"ENSG00000123989",3,154,76
"ENSG00000123989",4,105,40
"ENSG00000123989",5,64,38
"ENSG00000123989",6,60,16
"ENSG00000123992",1,69,36
"ENSG00000123992",2,64,36
"ENSG00000123992",3,62,35
"ENSG00000123992",4,56,16
"ENSG00000123992",5,48,32
"ENSG00000123992",6,42,42
"ENSG00000123992",7,32,18
"ENSG00000123992",8,27,30
"ENSG00000123992",9,25,18
"ENSG00000123992",10,22,11
"ENSG00000123992",11,19,23
"ENSG00000123992",12,17,7
"ENSG00000123992",13,10,6
"ENSG00000123999",1,77,35
"ENSG00000123999",2,77,48
"ENSG00000123999",3,63,36
"ENSG00000123999",4,60,47
"ENSG00000123999",5,59,53
"ENSG00000123999",6,30,8
"ENSG00000124003",1,47,32
"ENSG00000124003",2,43,28
"ENSG00000124003",3,40,28
"ENSG00000124003",4,33,21
"ENSG00000124003",5,31,23
"ENSG00000124003",6,29,7
"ENSG00000124003",7,28,18
"ENSG00000124003",8,26,20
"ENSG00000124003",9,26,22
"ENSG00000124003",10,19,15
"ENSG00000124003",11,13,6
"ENSG00000124089",1,276,217
"ENSG00000124089",2,47,31
"ENSG00000124091",1,45,8
"ENSG00000124091",2,34,9
"ENSG00000124091",3,33,7
"ENSG00000124091",4,31,6
"ENSG00000124091",5,28,7
"ENSG00000124091",6,25,2
"ENSG00000124091",7,22,4
"ENSG00000124091",8,18,7
"ENSG00000124091",9,17,6
"ENSG00000124091",10,15,2
"ENSG00000124091",11,14,4
"ENSG00000124091",12,14,2
"ENSG00000124091",13,12,7
"ENSG00000124102",1,49,35
"ENSG00000124102",2,37,34
"ENSG00000124102",3,31,15
"ENSG00000124107",1,54,27
"ENSG00000124107",2,28,26
"ENSG00000124107",3,28,13
"ENSG00000124107",4,22,23
"ENSG00000124116",1,52,37
"ENSG00000124116",2,52,28
"ENSG00000124116",3,48,35
"ENSG00000124116",4,37,28
"ENSG00000124116",5,27,27
"ENSG00000124116",6,15,6
"ENSG00000124120",1,293,144
"ENSG00000124120",2,49,32
"ENSG00000124155",1,144,97
"ENSG00000124155",2,86,58
"ENSG00000124155",3,70,55
"ENSG00000124155",4,62,46
"ENSG00000124155",5,61,57
"ENSG00000124155",6,46,57
"ENSG00000124155",7,46,25
"ENSG00000124155",8,45,17
"ENSG00000124155",9,18,11
"ENSG00000124159",1,220,150
"ENSG00000124159",2,217,167
"ENSG00000124159",3,98,65
"ENSG00000124159",4,87,44
"ENSG00000124164",1,76,28
"ENSG00000124164",2,43,24
"ENSG00000124164",3,35,13
"ENSG00000124164",4,35,19
"ENSG00000124164",5,34,11
"ENSG00000124164",6,20,6
